# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 380:         5.762       50.906     114.30  MAASTRICHT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG,   TN,   TX
# 
  277,20160331,   65,   38,   95
  277,20160401,   81,   38,  122
  277,20160402,   94,   57,  133
  277,20160403,  116,   98,  161
  277,20160404,  122,   93,  157
  277,20160405,   99,   83,  113
  277,20160406,   83,   57,  110
  277,20160407,   74,   59,   95
  277,20160408,   77,   53,  106
  277,20160409,   95,   44,  140
  277,20160410,   92,   74,  110
  277,20160411,  108,   68,  151
  277,20160412,  109,   82,  156
  277,20160413,   99,   77,  125
  277,20160414,   93,   61,  134
  277,20160415,   93,   78,  115
  277,20160416,   83,   66,  111
  277,20160417,   75,   48,  104
  277,20160418,   90,   57,  115
  277,20160419,   89,   75,  105
  277,20160420,   82,   63,  107
  277,20160421,   82,   39,  117
  277,20160422,   83,   64,  108
  277,20160423,   63,   34,   86
  277,20160424,   55,   29,   84
  277,20160425,   54,   20,   92
  277,20160426,   48,   17,   82
  277,20160427,   61,   29,   88
  277,20160428,   54,   25,   93
  277,20160429,   71,   32,  102
  277,20160430,   78,   54,  103
  277,20160501,   84,   55,  111
  277,20160502,  112,   50,  162
  277,20160503,   97,   67,  120
  277,20160504,  108,   62,  154
  277,20160505,  133,   73,  185
  277,20160506,  171,  102,  239
  277,20160507,  202,  134,  262
  277,20160508,  198,  146,  247
  277,20160509,  201,  143,  248
  277,20160510,  187,  149,  233
  277,20160511,  190,  149,  248
  277,20160512,  168,  149,  189
  277,20160513,  129,   89,  161
  277,20160514,   89,   72,  109
  277,20160515,   91,   70,  111
  277,20160516,   99,   74,  124
  277,20160517,  117,   93,  145
  277,20160518,  134,   81,  183
  277,20160519,  141,  115,  177
  277,20160520,  134,  116,  152
  277,20160521,  157,  104,  210
  277,20160522,  154,  123,  185
  277,20160523,  116,  106,  123
  277,20160524,  108,  101,  116
  277,20160525,  126,  110,  153
  277,20160526,  130,  114,  153
  277,20160527,  133,  113,  158
  277,20160528,  157,  138,  176
  277,20160529,  152,  136,  166
  277,20160530,  168,  139,  189
  277,20160531,  182,  168,  207
  277,20160601,  175,  148,  206
  277,20160602,  146,  136,  160
  277,20160603,  188,  146,  221
  277,20160604,  196,  165,  228
  277,20160605,  147,  128,  169
  277,20160606,  148,  126,  171
  277,20160607,  154,  129,  181
  277,20160608,  133,  119,  155
  277,20160609,  133,  119,  154
  277,20160610,  135,  119,  159
  277,20160611,  146,  126,  159
  277,20160612,  159,  138,  187
  277,20160613,  162,  142,  184
  277,20160614,  158,  137,  184
  277,20160615,  148,   98,  187
  277,20160616,  164,  135,  192
  277,20160617,  157,  142,  177
  277,20160618,  148,  131,  167
  277,20160619,  144,  132,  168
  277,20160620,  152,  133,  163
  277,20160621,  174,  141,  204
  277,20160622,  191,  154,  225
  277,20160623,  200,  189,  224
  277,20160624,  188,  147,  212
  277,20160625,  162,  144,  183
  277,20160626,  155,  132,  184
  277,20160627,  152,  122,  176
  277,20160628,  160,  124,  187
  277,20160629,  160,  138,  188
  277,20160630,  154,  144,  183
  277,20160701,  162,  147,  179
  277,20160702,  151,  135,  173
  277,20160703,  156,  124,  183
  277,20160704,  165,  141,  195
  277,20160705,  155,  140,  180
  277,20160706,  153,  125,  177
  277,20160707,  168,  121,  208
  277,20160708,  165,  140,  195
  277,20160709,  172,  136,  209
  277,20160710,  199,  170,  238
  277,20160711,  177,  164,  192
  277,20160712,  171,  153,  196
  277,20160713,  159,  138,  185
  277,20160714,  154,  127,  174
  277,20160715,  162,  137,  191
  277,20160716,  180,  153,  195
  277,20160717,  179,  154,  209
  277,20160718,  189,  152,  229
  277,20160719,  206,  156,  245
  277,20160720,  244,  187,  315
  277,20160721,  215,  186,  249
  277,20160722,  191,  179,  207
  277,20160723,  187,  175,  202
  277,20160724,  201,  183,  228
  277,20160725,  193,  162,  221
  277,20160726,  183,  152,  222
  277,20160727,  183,  162,  221
  277,20160728,  184,  146,  222
  277,20160729,  184,  162,  218
  277,20160730,  183,  171,  200
  277,20160731,  173,  154,  205
  277,20160801,  169,  144,  197
  277,20160802,  172,  137,  206
  277,20160803,  189,  169,  212
  277,20160804,  182,  161,  206
  277,20160805,  178,  154,  204
  277,20160806,  176,  140,  211
  277,20160807,  184,  139,  221
  277,20160808,  169,  138,  188
  277,20160809,  145,  121,  173
  277,20160810,  141,  112,  168
  277,20160811,  142,  112,  165
  277,20160812,  174,  157,  193
  277,20160813,  169,  147,  194
  277,20160814,  170,  144,  199
  277,20160815,  172,  157,  198
  277,20160816,  168,  140,  191
  277,20160817,  184,  161,  209
  277,20160818,  176,  156,  194
  277,20160819,  193,  149,  245
  277,20160820,  183,  148,  214
  277,20160821,  167,  145,  195
  277,20160822,  177,  157,  192
  277,20160823,  202,  178,  222
  277,20160824,  242,  178,  301
  277,20160825,  244,  201,  309
  277,20160826,  204,  179,  229
  277,20160827,  196,  178,  215
  277,20160828,  204,  178,  247
  277,20160829,  177,  149,  199
  277,20160830,  179,  135,  222
  277,20160831,  191,  148,  243
  277,20160901,  178,  148,  205
  277,20160902,  174,  138,  212
  277,20160903,  180,  163,  205
  277,20160904,  175,  159,  194
  277,20160905,  181,  153,  207
  277,20160906,  190,  148,  232
  277,20160907,  200,  160,  258
  277,20160908,  206,  165,  254
  277,20160909,  190,  160,  228
  277,20160910,  194,  150,  241
  277,20160911,  185,  174,  204
  277,20160912,  225,  173,  279
  277,20160913,  242,  192,  307
  277,20160914,  238,  194,  297
  277,20160915,  221,  182,  275
  277,20160916,  181,  164,  206
  277,20160917,  186,  153,  211
  277,20160918,  175,  159,  191
  277,20160919,  164,  146,  194
  277,20160920,  157,  142,  181
  277,20160921,  161,  131,  190
  277,20160922,  157,  115,  200
  277,20160923,  154,  117,  194
  277,20160924,  160,  104,  214
  277,20160925,  173,  122,  242
  277,20160926,  154,  122,  195
  277,20160927,  159,  115,  200
  277,20160928,  177,  163,  193
  277,20160929,  168,  148,  185
  277,20160930,  142,  118,  176
  277,20161001,  132,  103,  181
  277,20161002,  120,   97,  141
  277,20161003,  149,  121,  169
  277,20161004,  133,   97,  160
  277,20161005,  106,   79,  128
  277,20161006,  115,   87,  131
  277,20161007,  123,  110,  130
  277,20161008,  108,   90,  132
  277,20161009,   95,   70,  127
  277,20161010,   93,   55,  128
  277,20161011,  112,   93,  128
  277,20161012,  103,   85,  125
  277,20161013,   86,   69,  105
  277,20161014,   87,   64,  108
  277,20161015,  103,   85,  125
  277,20161016,  120,   80,  167
  277,20161017,  118,   95,  168
  277,20161018,   98,   73,  130
  277,20161019,   89,   68,  115
  277,20161020,  100,   73,  120
  277,20161021,   95,   67,  115
  277,20161022,   85,   64,  106
  277,20161023,   75,   53,  106
  277,20161024,   72,   51,   92
  277,20161025,   82,   48,  114
  277,20161026,   83,   39,  110
  277,20161027,  119,  100,  143
  277,20161028,  123,  104,  134
  277,20161029,  109,   86,  136
  277,20161030,  107,   84,  119
  277,20161031,  111,   96,  133
  277,20161101,  109,   93,  128
  277,20161102,   93,   67,  113
  277,20161103,   83,   61,  108
  277,20161104,   81,   70,   96
  277,20161105,   70,   54,  104
  277,20161106,   73,   51,  106
  277,20161107,   48,   28,   70
  277,20161108,   22,    9,   41
  277,20161109,   20,    7,   38
  277,20161110,   20,    5,   42
  277,20161111,   36,    5,   63
  277,20161112,   14,  -10,   40
  277,20161113,   20,    3,   35
  277,20161114,   31,   -2,   69
  277,20161115,   84,   64,  111
  277,20161116,   94,   67,  118
  277,20161117,   73,   49,   98
  277,20161118,   62,   40,   82
  277,20161119,   47,   33,   68
  277,20161120,   67,   37,   97
  277,20161121,  103,   67,  125
  277,20161122,  100,   70,  117
  277,20161123,   75,   53,   90
  277,20161124,   72,   56,   86
  277,20161125,   51,   18,   72
  277,20161126,   46,   -2,   87
  277,20161127,   76,   37,   97
  277,20161128,   30,  -12,   54
  277,20161129,    5,  -16,   37
  277,20161130,   55,    8,   78
  277,20161201,   79,   60,   91
  277,20161202,   70,   52,   87
  277,20161203,   48,    9,   76
  277,20161204,    8,  -14,   42
  277,20161205,  -11,  -32,   40
  277,20161206,   -7,  -40,   23
  277,20161207,   49,   13,   71
  277,20161208,   68,   57,   84
  277,20161209,   83,   65,   93
  277,20161210,   80,   71,   99
  277,20161211,   76,   69,   87
  277,20161212,   70,   55,   87
  277,20161213,   58,   48,   68
  277,20161214,   75,   63,   82
  277,20161215,   67,   54,   82
  277,20161216,   44,   25,   59
  277,20161217,   57,   42,   78
  277,20161218,   60,   46,   77
  277,20161219,   53,   30,   75
  277,20161220,   14,    0,   41
  277,20161221,   39,   11,   59
  277,20161222,   57,   46,   71
  277,20161223,   56,   41,   70
  277,20161224,   72,   58,   84
  277,20161225,   95,   81,  108
  277,20161226,   78,   41,  105
  277,20161227,   74,   47,   86
  277,20161228,   53,   23,   74
  277,20161229,   13,  -12,   41
  277,20161230,   16,  -16,   49
  277,20161231,   51,   36,   64
  380,20160101,   60,   36,   87
  380,20160102,   74,   48,   95
  380,20160103,   66,   44,   88
  380,20160104,   63,   39,   76
  380,20160105,   67,   43,   80
  380,20160106,   64,   48,   78
  380,20160107,   60,   41,   81
  380,20160108,   43,   24,   79
  380,20160109,   58,   24,   81
  380,20160110,   68,   41,   91
  380,20160111,   55,   32,   78
  380,20160112,   56,   44,   75
  380,20160113,   43,   16,   56
  380,20160114,   29,   13,   49
  380,20160115,   17,    6,   22
  380,20160116,   18,   -1,   50
  380,20160117,  -12,  -43,    9
  380,20160118,  -36,  -54,   -4
  380,20160119,  -38,  -80,    4
  380,20160120,   -5,  -28,   10
  380,20160121,    4,  -23,   43
  380,20160122,   17,  -22,   45
  380,20160123,   59,   40,   78
  380,20160124,   68,   36,   85
  380,20160125,  108,   73,  162
  380,20160126,   96,   86,  108
  380,20160127,  100,   85,  110
  380,20160128,   57,   15,   97
  380,20160129,   68,   20,   91
  380,20160130,   62,   25,   89
  380,20160131,   70,   34,  116
  380,20160201,  108,   99,  116
  380,20160202,   80,   50,  109
  380,20160203,   45,   30,   69
  380,20160204,   47,   23,   79
  380,20160205,   82,   22,  101
  380,20160206,   95,   74,  111
  380,20160207,   83,   60,  112
  380,20160208,   82,   66,  101
  380,20160209,   55,   22,  107
  380,20160210,   37,   24,   51
  380,20160211,   42,   21,   69
  380,20160212,   28,  -24,   57
  380,20160213,   14,  -26,   42
  380,20160214,   18,    1,   29
  380,20160215,    9,  -29,   44
  380,20160216,   -8,  -44,   34
  380,20160217,    0,  -59,   43
  380,20160218,   22,   -6,   55
  380,20160219,   33,    2,   77
  380,20160220,   79,   45,  109
  380,20160221,  107,   98,  120
  380,20160222,   71,   29,  106
  380,20160223,   32,    2,   80
  380,20160224,   23,  -15,   64
  380,20160225,    8,  -34,   60
  380,20160226,   23,  -11,   53
  380,20160227,   26,   -3,   72
  380,20160228,   17,  -19,   56
